Tanggal,Kode_wilayah,Wilayah,Stasiun,Temperatur_rata-rata,Kelembapan_rata-rata,Curah_hujan, Lamanya_penyinaran_matahari ,Kecepatan_angin_rata-rata,Kategori_Curah_Hujan,Klasifikasi
11/4/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.2,77,0,5.5,2,Tidak Hujan,Normal
11/5/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.2,73,13.9,4.8,2,Hujan Sedang,La Niña
11/6/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31,66,0,6.8,3,Tidak Hujan,Normal
11/7/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31,65,0,9,3,Tidak Hujan,Normal
11/8/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31,65,0,7.6,2,Tidak Hujan,Normal
11/9/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31,70,0,8.8,2,Tidak Hujan,Normal
11/10/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.9,71,9.5,7.3,2,Hujan Sedang,Normal
11/11/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.1,67,0,6,4,Tidak Hujan,Normal
11/12/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.7,68,0,8.7,4,Tidak Hujan,Normal
11/13/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.6,66,0,7.5,2,Tidak Hujan,Normal
11/14/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.2,69,0,9.4,2,Tidak Hujan,Normal
11/15/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.7,67,0.8,7,2,Hujan Sedang,Normal
11/16/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.8,69,0,8,2,Tidak Hujan,Normal
11/17/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,73,23,6.9,2,Hujan Sedang,La Niña
11/18/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.1,64,0,3.1,2,Tidak Hujan,Normal
11/19/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.5,60,0,6.2,3,Tidak Hujan,Normal
11/20/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.9,62,0,9.2,3,Tidak Hujan,Normal
11/21/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.4,67,0,9.2,3,Tidak Hujan,Normal
11/22/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,32.4,64,0,9.2,4,Tidak Hujan,Normal
11/23/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.6,63,0,9,3,Tidak Hujan,Normal
11/24/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.9,73,0,7.1,2,Tidak Hujan,Normal
11/25/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.4,74,0,3.3,2,Tidak Hujan,Normal
11/26/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,68,0,2,2,Tidak Hujan,Normal
11/27/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.6,77,0,9,3,Tidak Hujan,Normal
11/28/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28,83,18.5,4.5,2,Hujan Sedang,La Niña
11/29/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.6,78,33.5,0.8,2,Hujan Sedang,La Niña
11/30/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.9,74,0,4.8,2,Tidak Hujan,Normal
12/1/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28.4,80,0.7,5.9,2,Hujan Sedang,Normal
12/2/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.3,76,4.4,2.7,2,Hujan Sedang,Normal
12/3/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.4,76,0,2.7,2,Tidak Hujan,Normal
12/4/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.6,74,6.2,6.2,1,Hujan Sedang,Normal
12/5/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.3,72,0,1.2,2,Tidak Hujan,Normal
12/6/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,72,0,7.4,2,Tidak Hujan,Normal
12/7/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.8,72,0,7.1,3,Tidak Hujan,Normal
12/8/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.5,77,18.5,9.2,2,Hujan Sedang,La Niña
12/9/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.9,75,0,5.2,2,Tidak Hujan,Normal
12/10/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28.7,80,0,1.8,1,Tidak Hujan,Normal
12/11/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.5,69,20,1.5,2,Hujan Sedang,La Niña
12/12/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.1,69,0,8.6,3,Tidak Hujan,Normal
12/13/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.2,73,0,9,2,Tidak Hujan,Normal
12/14/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.8,76,0,5.2,2,Tidak Hujan,Normal
12/15/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.4,75,20.2,2.1,2,Hujan Sedang,La Niña
12/16/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.3,67,0.4,6.2,2,Hujan Sedang,Normal
12/17/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,69,0,9.3,3,Tidak Hujan,Normal
12/18/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,66,0,8.8,2,Tidak Hujan,Normal
12/19/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.8,62,0,6.6,2,Tidak Hujan,Normal
12/20/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.5,61,0,7.7,2,Tidak Hujan,Normal
12/21/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.1,65,0,9.3,2,Tidak Hujan,Normal
12/22/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31,68,0,8.8,2,Tidak Hujan,Normal
12/23/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31,68,0,7.7,2,Tidak Hujan,Normal
12/24/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,31.2,69,0,9.3,2,Tidak Hujan,Normal
12/25/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28.5,80,0,8.6,2,Tidak Hujan,Normal
12/26/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,29.9,74,37.1,2,2,Hujan Sedang,La Niña
12/27/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,72,0,7,2,Tidak Hujan,Normal
12/28/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,75,0,8,2,Tidak Hujan,Normal
12/29/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.8,74,0,5.5,3,Tidak Hujan,Normal
12/30/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.6,76,14.2,6.5,2,Hujan Sedang,La Niña
12/31/2023,35.78,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,30.5,75,0,7.7,2,Tidak Hujan,Normal
1/1/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.5,71,0,2,2,Tidak Hujan,Normal
1/2/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.1,71,0,4.7,2,Tidak Hujan,Normal
1/3/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.8,78,0,7.1,2,Tidak Hujan,Normal
1/4/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.6,78,23.3,4.5,2,Hujan Sedang,Normal
1/5/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.2,78,0.2,3.4,2,Hujan Sedang,Normal
1/6/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.8,75,0,2.6,2,Tidak Hujan,Normal
1/7/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28,78,0.7,3,3,Hujan Sedang,Normal
1/8/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.7,77,0,2.6,2,Tidak Hujan,Normal
1/9/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.3,69,0.3,2.1,2,Hujan Sedang,Normal
1/10/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.8,76,0,7.5,2,Tidak Hujan,Normal
1/11/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.7,83,11.3,1.1,1,Hujan Sedang,Normal
1/12/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.9,81,1.5,0,2,Hujan Sedang,Normal
1/13/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.5,79,8.1,5,1,Hujan Sedang,Normal
1/14/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.5,80,0,2.2,1,Tidak Hujan,Normal
1/15/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.4,74,0,4.3,2,Tidak Hujan,Normal
1/16/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.5,77,1,3.2,3,Hujan Sedang,Normal
1/17/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.5,75,0,5,3,Tidak Hujan,Normal
1/18/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.4,72,0,3.1,1,Tidak Hujan,Normal
1/19/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.6,80,0,4,2,Tidak Hujan,Normal
1/20/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.7,74,0,0,2,Tidak Hujan,Normal
1/21/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.3,96,21,1.5,2,Hujan Sedang,Normal
1/22/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.3,83,21.9,0,3,Hujan Sedang,Normal
1/23/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.3,83,0,2.3,2,Tidak Hujan,Normal
1/24/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.6,89,3.5,0.2,2,Hujan Sedang,Normal
1/25/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.8,80,49.5,0.2,2,Hujan Sedang,La Niña
1/26/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.5,79,0,4.6,2,Tidak Hujan,Normal
1/27/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.4,79,4,4.1,1,Hujan Sedang,Normal
1/28/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.7,78,7.7,2.5,1,Hujan Sedang,Normal
1/29/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.8,73,0.5,3.4,3,Hujan Sedang,Normal
1/30/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.5,75,10,7.4,2,Hujan Sedang,Normal
1/31/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.2,82,0,5.8,1,Tidak Hujan,Normal
2/1/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.4,80,0,2.7,2,Tidak Hujan,Normal
2/2/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.2,72,0,5.6,2,Tidak Hujan,Normal
2/3/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30,73,0,4.3,2,Tidak Hujan,Normal
2/4/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.9,77,1,8.8,1,Hujan Sedang,Normal
2/5/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,26.8,89,0,1,1,Tidak Hujan,Normal
2/6/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.2,84,24.5,0.5,1,Hujan Sedang,Normal
2/7/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.6,75,0,0.5,2,Tidak Hujan,Normal
2/8/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.9,83,0,3.7,2,Tidak Hujan,Normal
2/9/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.5,75,0,0.8,2,Tidak Hujan,Normal
2/10/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.8,81,11.3,3.5,1,Hujan Sedang,Normal
2/11/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.1,76,4.8,3.3,1,Hujan Sedang,Normal
2/12/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.6,76,0,0.8,2,Tidak Hujan,Normal
2/13/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.4,81,2.1,6.2,1,Hujan Sedang,Normal
2/14/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.7,77,32.8,5.1,3,Hujan Sedang,La Niña
2/15/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.8,77,0,3,2,Tidak Hujan,Normal
2/16/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30,71,0.4,3.4,2,Hujan Sedang,Normal
2/17/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.6,69,0,8.5,2,Tidak Hujan,Normal
2/18/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.9,72,2.5,8.2,2,Hujan Sedang,Normal
2/19/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.8,82,0,7.4,2,Tidak Hujan,Normal
2/20/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.8,74,4,3.3,2,Hujan Sedang,Normal
2/21/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.6,76,0,6.3,2,Tidak Hujan,Normal
2/22/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.1,78,0,6.7,2,Tidak Hujan,Normal
2/23/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.8,75,1.6,4,2,Hujan Sedang,Normal
2/24/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.1,77,35,4.4,1,Hujan Sedang,La Niña
2/25/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.4,77,0,4.1,1,Tidak Hujan,Normal
2/26/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.2,80,0,6,2,Tidak Hujan,Normal
2/27/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.9,78,0,5,1,Tidak Hujan,Normal
2/28/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28,79,8.4,2.7,2,Hujan Sedang,Normal
3/1/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.7,94,34.8,3.1,1,Hujan Sedang,La Niña
3/2/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.3,79,16.2,0,1,Hujan Sedang,Normal
3/3/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.1,77,13,3.2,2,Hujan Sedang,Normal
3/4/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29,73,0.5,3.6,2,Hujan Sedang,Normal
3/5/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,26,89,0,8,1,Tidak Hujan,Normal
3/6/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.4,70,9.2,0,2,Hujan Sedang,Normal
3/7/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.6,72,0,9.5,2,Tidak Hujan,Normal
3/8/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29,76,0,6.7,2,Tidak Hujan,Normal
3/9/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.8,82,1.2,5.3,2,Hujan Sedang,Normal
3/10/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.3,77,0.5,1.9,2,Hujan Sedang,Normal
3/11/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.3,82,38.5,6.2,2,Hujan Sedang,La Niña
3/12/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30,74,20.6,5,2,Hujan Sedang,Normal
3/13/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.7,80,2,7.6,3,Hujan Sedang,Normal
3/14/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.2,72,0,3.8,2,Tidak Hujan,Normal
3/15/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.3,78,0,0.6,1,Tidak Hujan,Normal
3/16/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29,80,17,2.4,1,Hujan Sedang,Normal
3/17/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.4,73,0,2.9,2,Tidak Hujan,Normal
3/18/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.3,70,0,7.4,3,Tidak Hujan,Normal
3/19/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31,74,0,11,1,Tidak Hujan,Normal
3/20/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.9,84,0,4.2,2,Tidak Hujan,Normal
3/21/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.1,85,50.7,3.3,1,Hujan Ekstrem,La Niña
3/22/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.9,72,0.5,2,2,Hujan Sedang,Normal
3/23/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.6,74,0,7.8,2,Tidak Hujan,Normal
3/24/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.4,78,19.6,5.9,2,Hujan Sedang,Normal
3/25/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.2,76,0.2,2.5,2,Hujan Sedang,Normal
3/26/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.8,76,2.6,5.2,2,Hujan Sedang,Normal
3/27/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.2,75,0.2,5.6,3,Hujan Sedang,Normal
3/28/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.1,81,0,3.7,1,Tidak Hujan,Normal
3/29/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.8,74,1,2.4,1,Hujan Sedang,Normal
3/30/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.9,71,0,8.3,2,Tidak Hujan,Normal
3/31/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.9,72,0,8.4,1,Tidak Hujan,Normal
4/1/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.5,74,0,4.4,2,Tidak Hujan,Normal
4/2/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.1,79,0,4,1,Tidak Hujan,Normal
4/3/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,26.5,87,47,4.9,1,Hujan Sedang,La Niña
4/4/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.6,71,1.8,0,2,Hujan Sedang,Normal
4/5/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.8,79,0,7.3,2,Tidak Hujan,Normal
4/6/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.2,71,0,1,1,Tidak Hujan,Normal
4/7/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.9,72,0,6.7,2,Tidak Hujan,Normal
4/8/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30,74,8.3,6.8,1,Hujan Sedang,Normal
4/9/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,26.7,87,0,6.2,1,Tidak Hujan,Normal
4/10/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.9,69,28.2,3.5,1,Hujan Sedang,La Niña
4/11/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.8,78,0,9.4,1,Tidak Hujan,Normal
4/12/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.5,70,2.5,5.2,2,Hujan Sedang,Normal
4/13/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.5,78,0,9.9,2,Tidak Hujan,Normal
4/14/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32.2,68,0.5,5.1,1,Hujan Sedang,Normal
4/15/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32.4,69,0,8.6,2,Tidak Hujan,Normal
4/16/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32.1,69,0,8.6,3,Tidak Hujan,Normal
4/17/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.8,70,0,7.6,2,Tidak Hujan,Normal
4/18/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.8,73,0,7.8,2,Tidak Hujan,Normal
4/19/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.9,79,26,5.7,1,Hujan Sedang,Normal
4/20/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,27.6,86,31.4,6.3,1,Hujan Sedang,La Niña
4/21/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.4,76,5.8,0.3,1,Hujan Sedang,Normal
4/22/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.7,77,0,6.1,2,Tidak Hujan,Normal
4/23/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.2,76,0,5.1,2,Tidak Hujan,Normal
4/24/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,28.6,81,2.5,5,2,Hujan Sedang,Normal
4/25/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.4,75,15,4.3,1,Hujan Sedang,Normal
4/26/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.4,81,0,5.1,1,Tidak Hujan,Normal
4/27/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.2,82,8.5,4,1,Hujan Sedang,Normal
4/28/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30,76,9.6,0.7,2,Hujan Sedang,Normal
4/29/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.4,77,0,4.9,2,Tidak Hujan,Normal
4/30/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.6,82,9,5.8,2,Hujan Sedang,Normal
5/1/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.7,72,0,3.8,3,Tidak Hujan,Normal
5/2/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.6,76,0,8,2,Tidak Hujan,Normal
5/3/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.4,77,0.7,4.8,1,Hujan Sedang,Normal
5/4/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,30.3,78,0,3.4,1,Tidak Hujan,Normal
5/5/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.3,73,0,4.5,1,Tidak Hujan,Normal
5/6/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,29.7,81,32.5,1.8,2,Hujan Sedang,La Niña
5/7/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.1,75,2,3.1,1,Hujan Sedang,Normal
5/8/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32,70,1.5,5.2,2,Hujan Sedang,Normal
5/9/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32.4,63,0,5.7,3,Tidak Hujan,Normal
5/10/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,31.5,72,0,3.2,2,Tidak Hujan,Normal
5/11/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32.4,66,0,4.4,2,Tidak Hujan,Normal
5/12/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,32.2,70,0,6.6,1,Tidak Hujan,Normal
5/13/2023,12.71,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,33,70,0,6.5,2,Tidak Hujan,Normal
